fecha,tmed,tmin,tmax,velmedia,hrMedia
2020-05-29,21.4,11.4,31.4,1.9,41.0
2020-05-30,23.8,14.3,33.2,2.2,38.0
2020-05-31,23.8,15.7,32.0,3.1,49.0
2020-06-01,21.6,13.9,29.3,0.8,56.0
2020-06-02,23.0,15.2,30.9,2.2,47.0
2020-06-03,20.6,11.9,29.4,4.4,53.0
2020-06-04,17.7,11.8,23.6,3.6,57.0
2020-06-05,18.5,8.5,28.5,1.4,46.0
2020-06-06,19.7,11.6,27.8,4.4,47.0
2020-06-07,18.4,11.5,25.2,3.6,57.0
2020-06-08,15.8,9.2,22.5,4.4,41.0
2020-06-09,15.2,6.8,23.5,2.5,42.0
2020-06-10,17.0,8.8,25.3,1.7,44.0
2020-06-11,17.4,9.9,24.8,5.0,45.0
2020-06-12,15.6,10.2,20.9,5.3,45.0
2020-06-13,17.0,10.0,24.0,3.1,49.0
2020-06-14,17.5,8.1,26.9,2.5,42.0
2020-06-15,19.9,11.5,28.3,3.6,44.0
2020-06-16,20.0,13.1,26.8,3.3,45.0
2020-06-17,19.7,12.5,26.9,2.5,39.0
2020-06-18,21.2,12.7,29.8,3.6,38.0
2020-06-19,22.1,13.3,30.9,3.1,40.0
2020-06-20,22.6,12.2,32.9,3.3,30.0
2020-06-21,24.2,13.6,34.7,1.9,30.0
2020-06-22,26.2,16.6,35.7,2.8,34.0
2020-06-23,27.3,17.0,37.6,1.9,31.0
2020-06-24,26.3,19.6,33.0,2.8,41.0
2020-06-25,26.6,17.7,35.6,2.8,39.0
2020-06-26,24.4,16.5,32.2,4.2,36.0
2020-06-27,23.3,13.3,33.3,2.5,36.0
2020-06-28,25.4,15.5,35.3,2.5,36.0
2020-06-29,27.0,16.8,37.3,3.1,32.0
2020-06-30,28.3,18.4,38.2,2.8,34.0
2020-07-01,26.3,16.5,36.1,3.6,35.0
2020-07-02,24.6,15.5,33.8,4.2,29.0
2020-07-03,24.0,15.2,32.8,2.8,36.0
2020-07-04,24.8,14.4,35.3,1.4,27.0
2020-07-05,27.0,16.7,37.3,1.9,26.0
2020-07-06,27.4,17.6,37.1,2.8,35.0
2020-07-07,28.8,18.7,39.0,3.1,25.0
2020-07-08,28.6,19.8,37.4,5.0,32.0
2020-07-09,26.0,18.3,33.8,4.4,42.0
2020-07-10,24.6,15.3,33.9,2.2,40.0
2020-07-11,27.8,18.6,37.1,4.2,38.0
2020-07-12,26.3,18.0,34.6,4.2,44.0
2020-07-13,25.6,16.2,35.0,3.6,41.0
2020-07-14,25.6,17.5,33.6,3.3,25.0
2020-07-15,24.4,15.3,33.4,2.8,31.0
2020-07-16,26.2,16.3,36.1,2.2,30.0
2020-07-17,27.1,18.5,35.7,3.6,25.0
2020-07-18,26.4,16.1,36.6,2.5,30.0
2020-07-19,26.9,15.7,38.1,3.3,29.0
2020-07-20,27.5,17.0,38.0,2.5,27.0
2020-07-21,28.1,18.9,37.3,2.5,32.0
2020-07-22,26.8,19.0,34.6,2.5,38.0
2020-07-23,27.0,17.1,36.9,1.7,35.0
2020-07-24,28.9,19.9,37.9,3.6,33.0
2020-07-25,28.4,18.9,37.8,3.6,30.0
2020-07-26,28.2,16.6,39.7,3.6,26.0
2020-07-27,28.566666666666666,20.5,41.2,3.1,28.0
2020-07-28,28.933333333333334,23.5,37.4,2.2,30.0
2020-07-29,29.3,18.9,39.7,2.2,34.0
2020-07-30,29.35,21.4,41.5,3.6,32.0
2020-07-31,29.4,19.3,39.4,3.3,30.0
2020-08-01,28.2,16.9,39.5,3.9,26.0
2020-08-02,27.9,18.5,37.3,3.6,36.0
2020-08-03,25.6,18.0,33.3,3.9,32.0
2020-08-04,24.8,16.1,33.6,2.5,36.0
2020-08-05,26.6,15.9,37.2,2.5,32.0
2020-08-06,30.0,20.7,39.4,2.5,34.0
2020-08-07,30.2,20.9,39.6,2.2,33.0
2020-08-08,29.4,21.2,37.7,2.8,32.0
2020-08-09,29.7,20.0,39.4,3.9,31.0
2020-08-10,28.3,22.9,33.5,3.1,33.0
2020-08-11,21.8,15.7,27.9,2.2,43.0
2020-08-12,21.0,13.1,28.8,3.3,43.0
2020-08-13,22.6,14.0,31.1,2.2,43.0
2020-08-14,24.8,15.6,33.9,2.8,39.0
2020-08-15,23.2,15.2,31.1,4.2,31.0
2020-08-16,20.4,11.3,29.4,3.1,39.0
2020-08-17,20.6,11.5,29.8,3.3,42.0
2020-08-18,23.7,15.6,31.8,2.5,45.0
2020-08-19,24.5,14.8,34.2,2.5,41.0
2020-08-20,24.4,12.7,36.0,4.2,28.0
2020-08-21,24.4,15.4,33.5,4.2,38.0
2020-08-22,26.1,17.8,34.4,3.3,35.0
2020-08-23,25.6,16.6,34.7,1.9,34.0
2020-08-24,26.0,17.3,34.6,2.2,37.0
2020-08-25,27.2,17.3,37.1,2.5,33.0
2020-08-26,27.0,15.9,38.1,2.8,29.0
2020-08-27,26.9,15.7,38.1,2.2,32.0
2020-08-28,25.8,17.6,33.9,3.9,32.0
2020-08-29,18.8,13.5,26.650000000000006,4.4,38.0
2020-08-30,15.4,9.250000000000002,26.650000000000006,2.5,42.0
2020-08-31,17.4,8.800000000000004,27.700000000000003,2.2,40.0
2020-09-01,19.8,11.9,27.700000000000003,1.7,29.0
2020-09-02,21.5,12.5,30.5,1.9,34.0
2020-09-03,21.7,10.8,32.6,1.9,32.0
2020-09-04,24.1,14.0,34.2,1.9,36.0
2020-09-05,23.8,13.1,34.4,1.9,37.0
2020-09-06,24.0,13.7,34.3,2.2,37.0
2020-09-07,20.4,13.2,27.5,5.6,35.0
2020-09-08,19.4,10.4,28.5,2.5,39.0
2020-09-09,19.6,9.1,30.1,1.4,40.0
2020-09-10,23.1,15.0,31.2,2.2,38.0
2020-09-11,23.9,14.5,33.3,2.2,35.0
2020-09-12,24.0,14.1,34.0,1.9,37.0
2020-09-13,25.0,15.5,34.4,3.1,36.0
2020-09-14,24.5,16.6,32.4,2.8,39.0
2020-09-15,24.2,18.0,30.4,2.5,49.0
2020-09-16,24.2,15.7,32.6,1.9,45.0
2020-09-17,22.9,15.925,27.7,1.4,68.0
2020-09-18,19.4,13.375000000000007,23.7,3.6,71.0
2020-09-19,17.0,12.275,19.2,3.9,76.0
2020-09-20,14.75,10.25,19.25,3.1,80.0
2020-09-21,14.75,10.25,19.25,4.05,66.0
2020-09-22,14.75,10.25,19.25,4.05,66.0
2020-09-23,14.75,10.25,19.25,4.05,66.0
2020-09-24,14.75,10.25,19.25,4.05,66.0
2020-09-25,14.75,10.25,19.25,4.05,66.0
2020-09-26,14.75,10.25,19.25,4.05,66.0
2020-09-27,14.75,10.25,19.25,4.05,66.0
2020-09-28,14.75,10.25,19.25,4.05,66.0
2020-09-29,14.75,10.25,19.25,4.05,66.0
2020-09-30,14.75,10.25,19.25,4.05,66.0
2020-10-01,14.75,10.25,19.25,4.05,66.0
2020-10-02,14.75,10.25,19.25,4.05,66.0
2020-10-03,14.75,10.25,19.25,4.05,66.0
2020-10-04,12.5,9.2,19.3,5.0,57.0
2020-10-05,12.3,9.25,19.85,1.4,57.0
2020-10-06,15.8,7.874999999999994,21.050000000000004,0.8,63.0
2020-10-07,17.7,8.1,22.25,0.6,62.0
2020-10-08,18.6,10.2,23.75,1.4,59.0
2020-10-09,18.8,9.6,27.8,1.9,57.0
2020-10-10,17.9,10.9,24.9,3.9,57.0
2020-10-11,12.7,5.8,19.6,3.6,57.0
2020-10-12,11.2,3.1499999999999995,20.4,3.1,57.0
2020-10-13,13.6,4.200000000000003,23.8,0.8,57.0
2020-10-14,11.8,6.2,17.4,2.2,57.0
2020-10-15,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-16,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-17,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-18,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-19,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-20,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-21,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-22,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-23,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-24,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-25,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-26,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-27,10.5,5.550000000000001,15.4,1.65,69.0
2020-10-28,9.2,4.9,14.899999999999999,1.1,84.0
2020-10-29,11.2,4.8,16.1,1.1,76.0
2020-10-30,12.5,4.5,16.1,0.8,77.0
2020-10-31,14.1,5.5,16.55,1.1,73.0
2020-11-01,14.1,6.7,16.800000000000004,1.4,75.0
2020-11-02,13.8,6.3,17.200000000000003,1.7,75.0
2020-11-03,12.7,7.549999999999998,15.6,2.2,87.0
2020-11-04,9.8,7.3,13.000000000000004,4.4,80.0
2020-11-05,11.8,7.775,15.6,5.0,81.0
2020-11-06,15.2,8.150000000000002,19.199999999999996,6.4,69.0
2020-11-07,11.6,7.4,15.8,3.1,83.0
2020-11-08,11.0,6.2,15.9,0.8,82.0
2020-11-09,12.0,7.0,16.9,0.3,87.0
2020-11-10,11.8,5.2,18.3,0.8,77.0
2020-11-11,10.4,3.6,17.3,1.4,80.0
2020-11-12,11.2,6.3,16.1,0.8,82.0
2020-11-13,11.4,5.9,17.0,0.8,80.0
2020-11-14,10.8,8.1,13.4,0.6,92.0
2020-11-15,13.8,11.4,16.3,2.8,90.0
2020-11-16,14.2,9.0,19.5,0.6,79.0
2020-11-17,12.2,5.8,18.5,1.1,83.0
2020-11-18,10.2,5.5,15.0,1.4,92.0
2020-11-19,12.6,3.7,21.0,2.2,73.0
2020-11-20,10.1,3.1,17.1,3.1,59.0
2020-11-21,8.6,0.7,16.4,1.4,57.0
2020-11-22,7.8,-0.3,15.9,0.8,72.0
2020-11-23,8.0,-0.7,16.7,0.6,70.0
2020-11-24,6.2,-1.6,14.0,0.6,77.0
2020-11-25,7.6,1.5,13.6,0.8,77.0
2020-11-26,11.7,9.0,14.4,3.1,70.0
2020-11-27,8.0,3.8,12.2,2.5,84.0
2020-11-28,7.2,3.8,10.7,1.7,89.0
2020-11-29,7.5,3.3,11.7,0.6,88.0
2020-11-30,8.4,2.7,14.0,1.7,84.0
2020-12-01,8.3,0.3,16.3,1.1,70.0
2020-12-02,4.4,-2.0,10.7,2.5,62.0
2020-12-03,2.8,-3.7,9.2,3.1,67.0
2020-12-04,5.0,1.3,8.8,3.6,66.0
2020-12-05,2.8,-2.7,8.3,3.3,68.0
2020-12-06,4.0,-1.5,9.5,2.8,70.0
2020-12-07,8.8,5.6,12.0,6.9,77.0
2020-12-08,5.6,0.7,10.5,3.9,59.0
2020-12-09,4.2,-2.0,10.5,1.9,69.0
2020-12-10,10.4,5.3,15.4,3.1,82.0
2020-12-11,9.45,9.799999999999999,16.5,6.1,85.0
2020-12-12,8.5,1.6,15.4,1.7,66.0
2020-12-13,7.5,0.7,14.3,1.1,82.0
2020-12-14,11.2,8.3,14.1,1.7,85.0
2020-12-15,8.2,4.6,11.9,2.5,80.0
2020-12-16,8.7,5.3,12.1,2.5,75.0
2020-12-17,9.4,3.3,14.85,0.6,79.0
2020-12-18,6.6,3.0,10.2,0.6,89.0
2020-12-19,8.2,7.1,9.2,0.8,92.0
2020-12-20,7.6,2.6,12.5,0.6,91.0
2020-12-21,6.1,2.8,9.4,0.3,93.0
2020-12-22,8.7,5.6,11.8,1.1,91.0
2020-12-23,7.2,5.1,9.3,0.3,95.0
2020-12-24,6.4,1.7,11.0,2.2,83.0
2020-12-25,2.8,-3.2,8.7,3.3,66.0
2020-12-26,2.3,-5.2,9.8,1.1,68.0
2020-12-27,0.8,-5.4,6.9,3.6,74.0
2020-12-28,6.2,3.0,9.3,4.2,61.0
2020-12-29,4.0,-1.1,9.1,3.6,72.0
2020-12-30,2.1,-5.0,9.2,0.8,70.0
2020-12-31,1.2,-5.7,8.1,3.3,82.0
2021-01-01,3.6,-0.8,8.1,2.2,73.0
2021-01-02,0.5,-3.9,4.9,3.6,70.0
2021-01-03,1.5,-5.4,8.4,1.1,66.0
2021-01-04,1.0,-5.2,7.3,0.8,70.0
2021-01-05,0.3,-6.8,7.4,0.8,71.0
2021-01-06,0.7,-5.6,7.0,1.1,69.0
2021-01-07,0.39999999999999997,-4.7,3.450000000000003,1.1,88.0
2021-01-08,0.09999999999999998,-4.4,3.450000000000003,2.8,90.0
2021-01-09,-0.2,-1.5,3.450000000000003,1.4,90.0
2021-01-10,0.2,-3.6,4.1,1.1,85.0
2021-01-11,0.21250000000000002,-12.7,3.4,0.6,75.0
2021-01-12,0.225,-14.3,3.4999999999999982,0.3,74.0
2021-01-13,0.2375,-13.8,3.9,0.6,74.0
2021-01-14,0.25,-12.4,6.3,0.6,73.0
2021-01-15,0.2625,-11.3,7.9,0.3,79.0
2021-01-16,0.275,-12.0,7.7,0.3,73.0
2021-01-17,0.2875,-11.1,8.4,0.8,67.0
2021-01-18,0.3,-8.7,9.3,0.8,80.0
2021-01-19,0.2,-7.8,8.2,0.6,80.0
2021-01-20,1.2,-4.5,7.0,3.1,88.0
2021-01-21,7.8,5.3,10.2,5.0,91.0
2021-01-22,7.8,4.9,10.8,6.1,73.0
2021-01-23,7.4,4.0,10.8,6.4,89.0
2021-01-24,10.0,7.4,12.7,4.4,63.0
2021-01-25,10.7,7.6,13.8,6.4,89.0
2021-01-26,10.8,6.2,15.4,1.7,90.0
2021-01-27,13.4,7.7,19.1,1.1,82.0
2021-01-28,10.2,7.7,12.7,1.1,93.0
2021-01-29,10.4,8.6,12.3,1.4,86.0
2021-01-30,10.8,8.0,13.7,5.0,69.0
2021-01-31,10.4,7.6,13.2,5.0,80.0
2021-02-01,12.8,8.1,17.4,3.9,68.0
2021-02-02,10.2,7.3,13.0,3.3,84.0
2021-02-03,10.6,8.1,13.0,1.9,86.0
2021-02-04,11.8,8.5,15.2,1.1,78.0
2021-02-05,12.2,6.5,18.0,2.2,68.0
2021-02-06,10.4,7.3,13.6,1.7,82.0
2021-02-07,8.4,4.8,12.1,2.2,78.0
2021-02-08,8.2,6.3,10.2,3.6,88.0
2021-02-09,8.2,6.1,10.3,5.0,90.0
2021-02-10,10.2,5.3,15.1,3.9,68.0
2021-02-11,9.0,4.9,13.2,1.7,91.0
2021-02-12,10.2,5.2,15.3,3.1,71.0
2021-02-13,8.9,1.5,16.3,1.1,69.0
2021-02-14,8.7,0.6,16.8,0.8,73.0
2021-02-15,9.0,2.7,15.4,1.1,78.0
2021-02-16,8.2,1.1,15.4,1.4,74.0
2021-02-17,10.0,2.4,17.5,1.7,72.0
2021-02-18,9.2,1.8,16.7,2.2,67.0
2021-02-19,10.2,1.6,18.8,1.9,59.0
2021-02-20,12.4,5.4,19.4,2.8,59.0
2021-02-21,9.4,6.4,12.3,3.1,70.0
2021-02-22,8.2,5.2,11.300000000000002,1.7,70.0
2021-02-23,8.3,1.1,15.5,1.9,73.0
2021-02-24,9.0,1.8,16.2,2.2,75.0
2021-02-25,8.5,2.9,14.1,1.4,78.0
2021-02-26,10.1,2.7,17.5,1.7,68.0
2021-02-27,11.4,2.3,19.700000000000003,1.1,65.0
2021-02-28,7.6,0.5,14.8,4.2,69.0
2021-03-01,7.1,3.5,12.15,1.7,78.0
2021-03-02,9.9,5.7,14.1,0.8,69.0
2021-03-03,10.0,5.5,14.6,0.6,76.0
2021-03-04,8.0,2.0,14.0,0.3,83.0
2021-03-05,10.2,4.3,16.2,1.7,74.0
2021-03-06,12.0,6.8,16.6,1.1,62.0
2021-03-07,10.8,5.9,15.7,1.4,72.0
2021-03-08,9.8,6.3,13.3,1.1,75.0
2021-03-09,8.5,2.6,14.4,1.9,55.0
2021-03-10,9.5,-2.45,16.2,1.4,59.0
2021-03-11,10.5,2.0,19.0,2.5,67.0
2021-03-12,8.6,0.9,16.4,2.5,58.0
2021-03-13,7.9,-1.3,17.1,3.1,57.0
2021-03-14,8.0,-0.5,16.5,2.8,60.0
2021-03-15,10.9,2.1,19.7,3.9,49.0
2021-03-16,10.6,2.3,19.0,4.2,53.0
2021-03-17,12.6,5.7,19.6,5.8,49.0
2021-03-18,12.0,2.2,12.3,4.4,51.0
2021-03-19,11.4,1.0,12.8,2.5,72.0
2021-03-20,10.8,0.7,11.9,6.1,42.0
2021-03-21,10.2,-4.2,16.2,3.6,50.0
2021-03-22,9.6,-3.2,17.6,2.8,51.0
2021-03-23,9.0,-1.9,19.9,0.8,46.0
2021-03-24,10.6,-0.3,21.6,1.9,44.0
2021-03-25,11.0,0.3,21.6,3.1,50.0
2021-03-26,11.8,3.4,20.1,2.5,53.0
2021-03-27,11.5,4.4,18.6,2.2,57.0
2021-03-28,13.1,3.5,22.7,1.9,49.0
2021-03-29,15.0,5.7,24.4,4.7,42.0
2021-03-30,15.0,7.1,22.8,3.3,41.0
2021-03-31,14.6,4.1,25.1,2.8,41.0
2021-04-01,14.0,6.6,24.9,3.9,39.0
2021-04-02,13.4,7.9,18.8,3.1,77.0
2021-04-03,13.4,5.2,21.5,1.4,71.0
2021-04-04,11.4,1.7,21.1,2.2,53.0
2021-04-05,13.2,3.7,22.8,1.7,47.0
2021-04-06,13.5,2.7,24.3,3.1,40.0
2021-04-07,12.8,3.7,21.8,2.2,37.0
2021-04-08,14.1,8.2,20.0,1.1,62.0
2021-04-09,10.6,8.1,13.1,1.7,77.0
2021-04-10,12.4,6.1,18.7,1.7,73.0
2021-04-11,11.6,6.3,16.8,3.1,79.0
2021-04-12,10.2,2.5,17.8,2.5,47.0
2021-04-13,10.1,5.8,14.4,2.5,72.0
2021-04-14,15.5,10.0,21.0,2.5,67.0
2021-04-15,13.6,10.2,17.0,1.4,67.0
2021-04-16,10.8,4.5,17.1,2.8,48.0
2021-04-17,9.2,0.9,17.4,2.8,47.0
2021-04-18,10.0,0.9,19.2,1.4,50.0
2021-04-19,12.6,3.2,21.9,2.5,49.0
2021-04-20,13.4,7.4,19.3,1.7,69.0
2021-04-21,13.3,7.7,18.9,1.7,76.0
2021-04-22,14.3,10.0,18.6,1.4,80.0
2021-04-23,13.4,9.7,17.1,2.8,67.0
2021-04-24,12.0,6.1,17.8,1.7,72.0
2021-04-25,12.0,9.9,14.0,1.4,84.0
2021-04-26,14.1,8.9,19.3,1.7,79.0
2021-04-27,14.2,7.1,21.3,1.7,83.0
2021-04-28,13.7,8.6,18.8,2.2,80.0
2021-04-29,12.9,8.0,17.8,3.6,72.0
2021-04-30,11.0,4.8,17.2,1.7,63.0
2021-05-01,10.4,3.9,16.9,1.4,71.0
2021-05-02,12.9,6.9,18.9,1.1,57.0
2021-05-03,12.8,6.6,18.9,2.2,69.0
2021-05-04,13.6,5.2,22.0,1.7,59.0
2021-05-05,15.7,6.6,24.8,2.2,53.0
2021-05-06,16.6,7.0,26.3,3.3,53.0
2021-05-07,17.5,7.6,27.4,1.7,50.0
2021-05-08,18.6,8.4,28.7,3.1,49.0
2021-05-09,15.2,9.6,20.8,5.8,66.0
2021-05-10,11.2,4.7,17.6,5.0,61.0
2021-05-11,12.4,6.7,18.1,4.2,46.0
2021-05-12,15.1,9.2,21.0,5.0,56.0
2021-05-13,12.2,4.0,20.3,4.7,61.0
2021-05-14,14.5,5.2,23.8,1.9,50.0
2021-05-15,17.4,8.3,26.6,3.1,57.0
2021-05-16,18.9,11.2,26.6,4.2,58.0
2021-05-17,18.4,9.7,27.1,2.2,45.0
2021-05-18,18.0,7.9,28.1,3.6,47.0
2021-05-19,17.6,9.7,25.6,2.5,44.0
2021-05-20,18.5,7.8,29.2,1.7,45.0
2021-05-21,21.4,12.7,30.1,3.3,42.0
2021-05-22,17.8,11.5,24.1,2.8,41.0
2021-05-23,15.0,9.4,20.7,4.2,67.0
2021-05-24,13.8,4.7,22.8,3.1,58.0
2021-05-25,18.2,8.6,27.7,3.1,46.0
2021-05-26,19.4,10.4,28.3,1.7,50.0
2021-05-27,19.9,11.1,28.7,1.7,51.0
2021-05-28,21.4,14.2,28.7,2.8,60.0
2021-05-29,21.6,11.9,31.2,1.7,47.0
2021-05-30,24.5,15.9,33.1,2.5,43.0
2021-05-31,24.6,16.2,33.0,4.4,48.0
2021-06-01,19.6,12.7,26.5,2.8,59.0
2021-06-02,18.8,9.6,28.0,1.7,52.0
2021-06-03,21.5,12.9,30.1,3.3,46.0
2021-06-04,23.1,16.3,29.9,2.8,40.0
2021-06-05,19.4,14.3,24.4,2.8,65.5
2021-06-06,20.5,10.6,30.4,1.9,50.0
2021-06-07,23.4,13.7,33.0,2.8,37.0
2021-06-08,24.9,14.6,35.2,2.8,34.0
2021-06-09,24.8,14.0,35.7,3.3,31.0
2021-06-10,25.0,14.5,35.4,3.6,34.0
2021-06-11,25.3,15.9,34.7,3.9,44.0
2021-06-12,23.2,13.6,32.9,3.3,46.0
2021-06-13,25.6,16.5,34.6,3.6,39.0
2021-06-14,25.4,16.2,34.7,2.5,36.0
2021-06-15,25.2,15.6,34.7,3.1,44.0
2021-06-16,24.2,15.6,32.7,4.2,38.0
2021-06-17,19.0,14.9,23.0,1.7,64.5
2021-06-18,20.9,13.6,28.2,2.5,60.0
2021-06-19,19.6,13.6,25.89999999999999,1.9,54.0
2021-06-20,17.2,14.1,26.299999999999994,5.0,57.5
2021-06-21,18.2,12.9,26.999999999999993,4.4,50.0
2021-06-22,17.0,11.4,26.999999999999993,2.2,54.0
2021-06-23,19.2,13.8,26.299999999999994,3.9,49.0
2021-06-24,20.2,11.0,29.4,2.2,43.0
2021-06-25,22.7,13.1,32.3,2.8,41.0
2021-06-26,24.6,15.8,33.3,4.2,40.0
2021-06-27,24.0,17.7,30.4,5.6,29.0
2021-06-28,20.2,11.5,29.0,3.9,32.0
2021-06-29,21.0,11.3,30.8,2.5,37.0
2021-06-30,23.7,13.8,33.6,3.1,37.0
2021-07-01,23.8,13.8,33.9,3.6,31.0
2021-07-02,23.0,11.4,34.6,3.6,29.0
2021-07-03,23.2,13.2,33.2,3.9,34.0
2021-07-04,25.0,17.1,32.8,3.3,36.0
2021-07-05,24.6,14.7,34.6,5.0,39.0
2021-07-06,18.2,13.7,22.8,1.7,47.5
2021-07-07,18.2,8.7,27.8,2.5,47.0
2021-07-08,21.6,12.3,30.8,2.5,36.0
2021-07-09,24.1,13.7,34.5,2.8,39.0
2021-07-10,26.8,16.2,37.5,2.8,35.0
2021-07-11,24.8,18.8,40.2,4.4,28.0
2021-07-12,22.8,16.7,28.9,5.6,30.0
2021-07-13,20.2,11.7,28.7,3.9,33.0
2021-07-14,20.6,11.8,29.5,2.8,36.0
2021-07-15,23.2,13.5,33.0,2.8,35.0
2021-07-16,25.7,14.9,36.5,2.5,34.0
2021-07-17,27.6,16.5,38.8,2.8,29.0
2021-07-18,27.1,17.7,36.5,3.6,27.0
2021-07-19,27.2,16.9,37.5,2.8,32.0
2021-07-20,27.0,17.2,36.9,2.8,33.0
2021-07-21,27.8,17.5,38.2,2.2,33.0
2021-07-22,28.6,18.8,38.5,3.6,29.0
2021-07-23,26.4,17.9,34.8,5.0,28.0
2021-07-24,22.4,11.7,33.1,3.1,29.0
2021-07-25,22.4,12.2,32.6,2.8,30.0
2021-07-26,23.0,14.8,31.1,1.9,47.0
2021-07-27,25.5,16.9,34.1,2.8,43.0
2021-07-28,27.2,17.7,36.6,3.3,39.0
2021-07-29,27.8,19.1,36.6,3.3,39.0
2021-07-30,25.8,16.1,35.6,2.8,32.0
2021-07-31,21.0,13.4,28.7,3.6,49.0
2021-08-01,19.6,12.699999999999996,28.1,2.2,46.0
2021-08-02,22.0,13.049999999999999,31.0,1.9,42.0
2021-08-03,23.5,14.3,32.7,3.3,43.0
2021-08-04,25.3,18.0,32.6,2.5,38.0
2021-08-05,25.0,14.0,36.0,3.3,34.0
2021-08-06,24.0,14.0,34.1,4.4,29.0
2021-08-07,23.3,15.6,31.0,3.1,32.0
2021-08-08,22.4,12.9,31.8,2.8,36.0
2021-08-09,26.6,17.9,35.2,2.5,41.0
2021-08-10,27.6,18.2,37.1,1.9,43.0
2021-08-11,28.1,18.25,37.95,3.6,37.0
2021-08-12,28.6,18.3,38.8,2.8,37.0
2021-08-13,28.200000000000003,18.5,41.550000000000004,3.1,28.0
2021-08-14,27.8,20.8,41.65,2.5,30.0
2021-08-15,27.4,19.3,41.599999999999994,5.0,27.0
2021-08-16,27.0,17.3,36.8,3.3,31.0
2021-08-17,24.4,14.6,34.1,2.8,32.0
2021-08-18,25.4,15.6,35.3,2.5,36.0
2021-08-19,25.4,15.9,34.8,3.6,34.0
2021-08-20,25.8,16.5,35.2,2.8,39.0
2021-08-21,25.3,14.6,36.0,2.5,29.0
2021-08-22,26.0,14.5,37.6,2.2,29.0
2021-08-23,25.8,20.5,39.1,3.6,35.0
2021-08-24,25.6,16.6,34.7,2.8,46.0
2021-08-25,24.6,17.1,32.0,2.5,50.0
2021-08-26,26.2,17.8,34.5,1.4,46.0
2021-08-27,26.8,17.9,35.7,2.5,34.0
2021-08-28,24.2,13.8,34.5,2.2,36.0
2021-08-29,24.0,14.7,33.3,2.8,36.0
2021-08-30,24.6,17.6,31.7,3.1,37.0
2021-08-31,25.0,16.3,33.7,1.7,45.0
2021-09-01,20.6,15.5,25.849999999999994,2.8,76.0
2021-09-02,20.6,14.3,26.8,1.9,69.0
2021-09-03,21.8,14.2,29.3,1.7,63.0
2021-09-04,22.8,14.7,30.9,2.5,50.0
2021-09-05,24.6,15.6,33.6,1.9,47.0
2021-09-06,25.4,17.6,33.3,3.3,49.0
2021-09-07,25.2,17.9,32.5,1.9,38.0
2021-09-08,22.1,15.9,28.3,3.1,52.0
2021-09-09,21.6,15.4,27.7,2.2,56.0
2021-09-10,21.6,14.7,28.5,1.9,55.0
2021-09-11,20.4,12.7,28.1,1.9,53.0
2021-09-12,22.7,13.7,31.7,1.9,46.0
2021-09-13,23.2,17.8,28.5,1.1,60.0
2021-09-14,18.0,15.9,21.4,2.2,82.0
2021-09-15,19.8,14.6,24.9,1.7,71.0
2021-09-16,20.4,13.9,26.8,1.7,66.0
2021-09-17,20.2,13.1,27.4,1.7,62.0
2021-09-18,19.2,11.9,26.5,3.1,57.0
2021-09-19,17.8,9.5,26.2,1.7,54.0
2021-09-20,17.9,11.2,24.6,3.1,56.0
2021-09-21,15.6,7.8,23.3,4.2,51.0
2021-09-22,17.8,11.5,24.0,1.7,69.0
2021-09-23,19.5,12.6,26.4,2.2,65.0
2021-09-24,20.6,15.7,25.4,2.8,79.0
2021-09-25,18.0,13.5,22.5,3.1,69.0
2021-09-26,17.2,9.9,24.6,1.7,68.0
2021-09-27,18.1,9.7,26.5,0.8,65.0
2021-09-28,18.2,10.4,26.1,1.9,59.0
2021-09-29,17.4,9.2,25.5,1.9,56.0
2021-09-30,18.5,11.4,25.6,0.8,62.0
2021-10-01,18.2,11.2,25.2,1.1,63.0
2021-10-02,17.8,9.1,26.5,2.2,57.0
2021-10-03,13.0,6.9,22.14999999999999,3.1,76.0
2021-10-04,12.4,5.1,22.299999999999997,0.8,68.0
2021-10-05,14.0,5.6,22.3,0.8,70.0
2021-10-06,16.9,9.4,24.4,1.4,64.0
2021-10-07,16.0,5.4,26.7,0.8,55.0
2021-10-08,17.0,6.3,27.6,1.4,55.0
2021-10-09,16.5,7.2,25.8,1.1,56.0
2021-10-10,16.2,8.1,24.2,0.6,64.0
2021-10-11,16.5,7.8,25.2,0.8,65.0
2021-10-12,16.1,7.1,25.1,0.8,62.0
2021-10-13,15.4,5.1,25.7,1.9,49.0
2021-10-14,14.8,4.9,24.6,1.4,56.0
2021-10-15,16.3,8.0,24.6,1.4,59.0
2021-10-16,13.4,5.5,21.4,1.1,61.0
2021-10-17,18.2,12.6,23.7,0.8,70.0
