Fecha,Temperatura_C,Sensacion_termica_C,Humedad,Precipitaciones_mm,Presion_mb,Viento_kph,is_day,Descripcion,Probabilidad_lluvia,Llueve
2024-02-25 00:00,10.8,9.7,71,0.0,1023.0,9.4,0,Clear,0,0
2024-02-25 01:00,10.3,9.1,71,0.0,1023.0,9.4,0,Clear,0,0
2024-02-25 02:00,9.5,8.2,71,0.0,1023.0,8.6,0,Clear,0,0
2024-02-25 03:00,9.4,8.1,72,0.0,1022.0,9.0,0,Clear,0,0
2024-02-25 04:00,9.3,8.2,72,0.0,1023.0,8.3,0,Clear,0,0
2024-02-25 05:00,9.3,8.2,73,0.0,1022.0,7.9,0,Clear,0,0
2024-02-25 06:00,9.2,8.2,73,0.0,1022.0,7.6,0,Clear,0,0
2024-02-25 07:00,9.1,7.8,74,0.0,1023.0,8.6,0,Clear,0,0
2024-02-25 08:00,9.0,7.5,75,0.0,1023.0,9.7,1,Sunny,0,0
2024-02-25 09:00,11.0,9.9,72,0.0,1023.0,9.4,1,Sunny,45,0
2024-02-25 10:00,14.1,13.5,67,0.0,1023.0,10.4,1,Sunny,45,0
2024-02-25 11:00,15.6,15.6,63,0.0,1022.0,14.4,1,Sunny,45,0
2024-02-25 12:00,16.8,16.8,62,0.0,1021.0,17.6,1,Partly cloudy,45,0
2024-02-25 13:00,17.4,17.4,62,0.02,1021.0,19.4,1,Patchy rain possible,45,0
2024-02-25 14:00,17.6,17.6,64,0.02,1020.0,20.5,1,Patchy rain possible,45,0
2024-02-25 15:00,17.7,17.7,64,0.04,1019.0,20.5,1,Patchy rain possible,45,0
2024-02-25 16:00,17.9,17.9,65,0.03,1018.0,21.2,1,Patchy rain possible,45,0
2024-02-25 17:00,17.5,17.5,67,0.01,1018.0,20.9,1,Patchy rain possible,45,0
2024-02-25 18:00,16.9,16.9,70,0.03,1018.0,20.9,1,Patchy rain possible,45,0
2024-02-25 19:00,15.5,15.5,77,0.04,1018.0,20.5,1,Patchy rain possible,45,0
2024-02-25 20:00,14.7,13.4,82,0.05,1018.0,19.8,0,Patchy rain possible,45,0
2024-02-25 21:00,14.5,13.1,84,0.06,1018.0,18.4,0,Patchy rain possible,45,0
2024-02-25 22:00,14.5,13.3,86,0.08,1017.0,17.3,0,Patchy rain possible,45,0
2024-02-25 23:00,14.8,13.7,84,0.09,1017.0,17.3,0,Patchy rain possible,100,1
2024-02-26 00:00,14.9,13.8,83,0.02,1016.0,16.9,0,Patchy rain possible,45,0
2024-02-26 01:00,14.9,13.8,81,0.0,1015.0,16.9,0,Partly cloudy,45,0
2024-02-26 02:00,13.9,12.7,84,0.0,1015.0,16.2,0,Partly cloudy,45,0
2024-02-26 03:00,13.7,12.5,84,0.02,1015.0,15.1,0,Patchy rain possible,45,0
2024-02-26 04:00,13.6,12.5,83,0.04,1014.0,14.0,0,Patchy rain possible,45,0
2024-02-26 05:00,13.7,12.4,83,0.02,1013.0,15.8,0,Patchy rain possible,45,0
2024-02-26 06:00,13.9,12.4,83,0.03,1012.0,18.4,0,Patchy rain possible,45,0
2024-02-26 07:00,14.0,12.5,83,0.01,1011.0,19.4,0,Patchy rain possible,45,0
2024-02-26 08:00,14.7,13.1,80,0.14,1010.0,22.7,1,Patchy rain possible,100,1
2024-02-26 09:00,14.3,12.6,89,2.85,1011.0,22.3,1,Moderate rain,100,1
2024-02-26 10:00,13.8,12.4,91,2.17,1011.0,16.6,1,Light rain,100,1
2024-02-26 11:00,13.4,12.2,80,0.04,1012.0,14.0,1,Patchy rain possible,45,0
2024-02-26 12:00,14.4,13.6,67,0.03,1012.0,12.6,1,Patchy rain possible,45,0
2024-02-26 13:00,15.4,15.4,56,0.0,1011.0,11.9,1,Sunny,45,0
2024-02-26 14:00,16.3,16.3,47,0.0,1011.0,14.0,1,Sunny,45,0
2024-02-26 15:00,16.3,16.3,48,0.0,1010.0,22.0,1,Partly cloudy,45,0
2024-02-26 16:00,15.7,15.7,51,0.01,1011.0,27.4,1,Patchy rain possible,45,0
2024-02-26 17:00,15.0,15.0,48,0.0,1011.0,25.9,1,Sunny,45,0
2024-02-26 18:00,14.0,12.1,49,0.0,1011.0,23.4,1,Sunny,45,0
2024-02-26 19:00,12.3,10.2,53,0.0,1012.0,19.8,1,Sunny,45,0
2024-02-26 20:00,11.7,10.1,56,0.0,1013.0,15.1,0,Clear,45,0
2024-02-26 21:00,11.4,9.7,61,0.0,1014.0,14.0,0,Partly cloudy,45,0
2024-02-26 22:00,10.8,9.3,65,0.0,1015.0,11.9,0,Clear,45,0
2024-02-26 23:00,10.2,8.8,67,0.0,1015.0,10.8,0,Clear,45,0
2024-02-27 00:00,9.6,7.9,68,0.0,1016.0,11.5,0,Clear,45,0
2024-02-27 01:00,9.1,7.5,66,0.0,1016.0,10.4,0,Clear,0,0
2024-02-27 02:00,8.2,6.2,66,0.0,1016.0,11.5,0,Clear,45,0
2024-02-27 03:00,7.5,5.3,67,0.0,1016.0,11.9,0,Clear,45,0
2024-02-27 04:00,6.9,4.5,69,0.0,1015.0,11.9,0,Clear,0,0
2024-02-27 05:00,6.3,3.6,70,0.0,1015.0,13.0,0,Clear,0,0
2024-02-27 06:00,6.0,3.1,70,0.0,1016.0,14.4,0,Clear,0,0
2024-02-27 07:00,5.7,2.5,69,0.0,1016.0,15.8,0,Clear,0,0
2024-02-27 08:00,5.7,2.4,69,0.0,1017.0,16.9,1,Sunny,0,0
2024-02-27 09:00,8.0,5.2,65,0.0,1018.0,16.9,1,Sunny,0,0
2024-02-27 10:00,11.0,8.9,49,0.0,1019.0,17.6,1,Sunny,0,0
2024-02-27 11:00,12.3,10.9,39,0.0,1019.0,14.4,1,Sunny,0,0
2024-02-27 12:00,13.4,12.2,37,0.0,1019.0,14.8,1,Sunny,0,0
2024-02-27 13:00,14.2,13.1,36,0.0,1019.0,14.8,1,Sunny,0,0
2024-02-27 14:00,14.7,13.7,37,0.0,1019.0,15.5,1,Sunny,0,0
2024-02-27 15:00,15.1,15.1,39,0.0,1019.0,17.6,1,Sunny,0,0
2024-02-27 16:00,15.5,15.5,38,0.0,1018.0,16.9,1,Sunny,0,0
2024-02-27 17:00,15.6,15.6,40,0.0,1019.0,18.4,1,Sunny,0,0
2024-02-27 18:00,14.9,13.7,43,0.0,1019.0,18.7,1,Sunny,0,0
2024-02-27 19:00,13.3,12.1,48,0.0,1020.0,14.0,1,Sunny,0,0
2024-02-27 20:00,11.6,10.0,53,0.0,1021.0,13.7,0,Clear,0,0
2024-02-27 21:00,9.4,7.4,56,0.0,1021.0,13.7,0,Clear,0,0
2024-02-27 22:00,8.4,6.1,57,0.0,1022.0,13.3,0,Clear,0,0
2024-02-27 23:00,8.1,6.0,57,0.0,1022.0,12.2,0,Clear,0,0
2024-02-28 00:00,7.8,5.6,57,0.0,1022.0,12.6,0,Clear,0,0
2024-02-28 01:00,7.7,5.4,58,0.0,1022.0,13.0,0,Clear,0,0
2024-02-28 02:00,7.7,5.3,58,0.0,1022.0,13.3,0,Clear,0,0
2024-02-28 03:00,7.5,5.3,57,0.0,1021.0,12.6,0,Clear,0,0
2024-02-28 04:00,7.4,5.1,59,0.0,1021.0,13.0,0,Clear,0,0
2024-02-28 05:00,7.0,4.5,60,0.0,1021.0,13.3,0,Clear,0,0
2024-02-28 06:00,6.9,4.1,60,0.0,1021.0,14.8,0,Clear,0,0
2024-02-28 07:00,7.0,4.3,61,0.0,1021.0,14.8,0,Clear,0,0
2024-02-28 08:00,6.9,3.9,59,0.0,1021.0,15.8,1,Sunny,0,0
2024-02-28 09:00,8.9,6.5,52,0.0,1022.0,14.8,1,Sunny,0,0
2024-02-28 10:00,11.9,10.5,40,0.0,1022.0,13.3,1,Sunny,0,0
2024-02-28 11:00,13.7,12.5,33,0.0,1022.0,14.8,1,Sunny,0,0
2024-02-28 12:00,15.2,15.2,29,0.0,1022.0,12.2,1,Sunny,0,0
2024-02-28 13:00,16.4,16.4,28,0.0,1021.0,9.4,1,Sunny,0,0
2024-02-28 14:00,16.9,16.9,30,0.0,1020.0,7.2,1,Sunny,0,0
2024-02-28 15:00,17.3,17.3,33,0.0,1020.0,5.4,1,Sunny,0,0
2024-02-28 16:00,17.2,17.2,37,0.0,1020.0,9.4,1,Sunny,0,0
2024-02-28 17:00,16.6,16.6,42,0.0,1020.0,14.8,1,Sunny,0,0
2024-02-28 18:00,15.8,15.8,47,0.0,1020.0,14.4,1,Sunny,0,0
2024-02-28 19:00,13.9,13.1,54,0.0,1021.0,11.5,1,Sunny,0,0
2024-02-28 20:00,12.4,11.3,58,0.0,1021.0,11.9,0,Clear,0,0
2024-02-28 21:00,11.8,10.3,60,0.0,1022.0,13.0,0,Clear,0,0
2024-02-28 22:00,11.5,9.9,60,0.0,1023.0,13.3,0,Clear,0,0
2024-02-28 23:00,11.5,10.1,59,0.0,1023.0,13.0,0,Clear,0,0
2024-02-29 00:00,12.0,10.6,60,0.0,1023.0,13.3,0,Clear,0,0
2024-02-29 01:00,12.1,10.8,59,0.0,1022.0,12.6,0,Clear,0,0
2024-02-29 02:00,12.0,10.8,59,0.0,1022.0,11.9,0,Clear,0,0
2024-02-29 03:00,11.9,10.8,59,0.0,1021.0,10.8,0,Clear,0,0
2024-02-29 04:00,11.7,10.7,59,0.0,1021.0,9.7,0,Clear,0,0
2024-02-29 05:00,11.5,10.7,58,0.0,1020.0,8.3,0,Clear,0,0
2024-02-29 06:00,11.2,10.4,59,0.0,1020.0,8.3,0,Clear,0,0
2024-02-29 07:00,10.7,9.7,59,0.0,1020.0,8.6,0,Clear,0,0
2024-02-29 08:00,10.8,9.9,59,0.0,1020.0,8.3,1,Sunny,0,0
2024-02-29 09:00,12.2,11.7,57,0.0,1020.0,7.6,1,Sunny,0,0
2024-02-29 10:00,14.7,15.2,49,0.0,1020.0,4.7,1,Sunny,0,0
2024-02-29 11:00,16.3,16.3,46,0.0,1020.0,6.1,1,Sunny,0,0
2024-02-29 12:00,17.5,17.5,45,0.0,1020.0,7.9,1,Sunny,0,0
2024-02-29 13:00,18.4,18.4,45,0.0,1019.0,9.7,1,Sunny,0,0
2024-02-29 14:00,19.0,19.1,45,0.0,1018.0,8.6,1,Sunny,0,0
2024-02-29 15:00,19.5,19.5,45,0.0,1018.0,8.3,1,Sunny,0,0
2024-02-29 16:00,19.5,19.5,46,0.0,1017.0,7.2,1,Sunny,0,0
2024-02-29 17:00,19.1,19.1,48,0.0,1017.0,9.4,1,Sunny,45,0
2024-02-29 18:00,18.1,18.1,51,0.0,1018.0,12.6,1,Sunny,45,0
2024-02-29 19:00,16.5,16.5,61,0.0,1018.0,11.2,1,Sunny,45,0
2024-02-29 20:00,15.0,14.3,65,0.0,1019.0,12.2,0,Clear,0,0
2024-02-29 21:00,14.3,13.6,67,0.0,1020.0,10.8,0,Clear,0,0
2024-02-29 22:00,13.9,13.2,68,0.0,1021.0,10.4,0,Clear,0,0
2024-02-29 23:00,13.5,12.8,68,0.0,1021.0,10.1,0,Clear,0,0
2024-03-01 00:00,11.9,10.5,70,0.0,1021.0,13.0,0,Clear,0,0
2024-03-01 01:00,11.2,9.5,70,0.0,1021.0,14.4,0,Clear,0,0
2024-03-01 02:00,10.4,8.4,68,0.0,1021.0,15.1,0,Clear,0,0
2024-03-01 03:00,9.5,7.2,64,0.0,1021.0,15.8,0,Clear,0,0
2024-03-01 04:00,9.4,7.1,62,0.0,1020.0,16.2,0,Clear,0,0
2024-03-01 05:00,9.3,6.9,60,0.0,1020.0,15.8,0,Clear,0,0
2024-03-01 06:00,9.5,7.4,58,0.0,1020.0,14.8,0,Clear,0,0
2024-03-01 07:00,9.6,7.6,56,0.0,1020.0,13.7,0,Clear,0,0
2024-03-01 08:00,9.5,7.6,52,0.0,1021.0,12.2,1,Sunny,0,0
2024-03-01 09:00,10.8,9.6,47,0.0,1021.0,9.7,1,Sunny,0,0
2024-03-01 10:00,13.3,13.2,38,0.0,1021.0,6.5,1,Sunny,0,0
2024-03-01 11:00,15.1,15.1,33,0.0,1021.0,1.8,1,Sunny,0,0
2024-03-01 12:00,16.1,16.1,32,0.0,1020.0,2.9,1,Sunny,0,0
2024-03-01 13:00,16.5,16.5,36,0.0,1020.0,6.1,1,Sunny,0,0
2024-03-01 14:00,16.7,16.7,37,0.0,1019.0,7.2,1,Sunny,0,0
2024-03-01 15:00,17.1,17.1,37,0.0,1018.0,9.4,1,Overcast,0,0
2024-03-01 16:00,16.9,16.9,40,0.0,1018.0,8.6,1,Partly cloudy,0,0
2024-03-01 17:00,16.8,16.8,43,0.0,1018.0,4.3,1,Cloudy,0,0
2024-03-01 18:00,16.3,16.4,49,0.0,1017.0,2.2,1,Sunny,0,0
2024-03-01 19:00,14.2,13.7,53,0.0,1017.0,9.7,1,Sunny,0,0
2024-03-01 20:00,12.6,11.3,57,0.0,1018.0,13.0,0,Clear,0,0
2024-03-01 21:00,11.9,10.4,59,0.0,1018.0,14.0,0,Clear,0,0
2024-03-01 22:00,11.8,10.1,59,0.0,1019.0,15.1,0,Clear,0,0
2024-03-01 23:00,11.8,10.3,60,0.0,1019.0,13.3,0,Clear,0,0
2024-03-02 00:00,10.9,9.4,62,0.0,1018.0,12.2,0,Clear,0,0
2024-03-02 01:00,11.2,9.7,63,0.0,1018.0,12.6,0,Clear,0,0
2024-03-02 02:00,11.1,9.6,66,0.0,1018.0,12.2,0,Clear,0,0
2024-03-02 03:00,10.7,9.3,67,0.0,1018.0,11.2,0,Clear,0,0
2024-03-02 04:00,10.4,9.0,67,0.0,1017.0,10.4,0,Clear,0,0
2024-03-02 05:00,10.0,8.5,67,0.0,1017.0,10.8,0,Clear,0,0
2024-03-02 06:00,9.7,8.2,66,0.0,1017.0,10.4,0,Clear,0,0
2024-03-02 07:00,9.8,8.4,67,0.0,1017.0,10.1,0,Clear,0,0
2024-03-02 08:00,9.9,8.7,67,0.0,1017.0,9.4,1,Sunny,0,0
2024-03-02 09:00,11.4,10.8,63,0.0,1017.0,7.2,1,Sunny,0,0
2024-03-02 10:00,13.5,13.2,55,0.0,1017.0,7.6,1,Sunny,0,0
2024-03-02 11:00,14.9,14.1,57,0.0,1017.0,13.3,1,Partly cloudy,45,0
2024-03-02 12:00,15.0,13.7,64,0.06,1017.0,19.1,1,Patchy rain possible,45,0
2024-03-02 13:00,14.6,13.1,66,0.04,1016.0,21.2,1,Patchy rain possible,45,0
2024-03-02 14:00,15.7,15.7,62,0.01,1015.0,22.7,1,Patchy rain possible,45,0
2024-03-02 15:00,16.5,16.5,56,0.0,1014.0,24.8,1,Partly cloudy,45,0
2024-03-02 16:00,16.8,16.8,56,0.01,1013.0,28.4,1,Patchy rain possible,45,0
2024-03-02 17:00,16.5,16.5,55,0.0,1013.0,25.6,1,Sunny,45,0
2024-03-02 18:00,15.8,15.8,58,0.0,1013.0,24.1,1,Partly cloudy,45,0
2024-03-02 19:00,12.8,10.7,66,0.0,1013.0,22.7,1,Partly cloudy,45,0
2024-03-02 20:00,11.8,9.6,72,0.11,1014.0,20.2,0,Patchy rain possible,100,1
2024-03-02 21:00,12.1,9.8,80,0.2,1014.0,22.3,0,Light drizzle,100,1
2024-03-02 22:00,12.6,10.5,82,0.18,1014.0,22.0,0,Light rain shower,100,1
2024-03-02 23:00,12.3,10.1,76,0.05,1014.0,22.0,0,Patchy rain possible,45,0
2024-03-03 00:00,12.6,10.5,80,0.07,1012.0,22.7,0,Patchy rain possible,45,0
2024-03-03 01:00,12.3,10.3,79,0.06,1012.0,20.9,0,Patchy rain possible,45,0
2024-03-03 02:00,12.6,10.7,79,0.17,1012.0,20.2,0,Light rain shower,100,1
2024-03-03 03:00,12.4,10.6,80,0.25,1012.0,18.4,0,Light rain shower,100,1
2024-03-03 04:00,12.1,10.4,70,0.0,1013.0,16.9,0,Clear,45,0
2024-03-03 05:00,10.7,8.9,69,0.0,1013.0,13.7,0,Clear,45,0
2024-03-03 06:00,9.7,7.8,71,0.0,1015.0,13.3,0,Clear,0,0
2024-03-03 07:00,8.9,7.2,72,0.0,1016.0,11.2,0,Clear,0,0
2024-03-03 08:00,8.5,6.6,74,0.0,1016.0,11.2,1,Sunny,0,0
2024-03-03 09:00,9.4,8.1,70,0.0,1017.0,9.0,1,Sunny,0,0
2024-03-03 10:00,11.1,10.2,60,0.0,1018.0,8.3,1,Sunny,0,0
2024-03-03 11:00,12.6,11.8,51,0.0,1018.0,9.4,1,Sunny,45,0
2024-03-03 12:00,13.9,13.2,45,0.0,1018.0,10.4,1,Sunny,45,0
2024-03-03 13:00,15.1,15.1,43,0.0,1018.0,13.0,1,Partly cloudy,45,0
2024-03-03 14:00,15.8,15.8,43,0.0,1018.0,14.8,1,Sunny,45,0
2024-03-03 15:00,16.1,16.1,44,0.0,1017.0,15.8,1,Sunny,45,0
2024-03-03 16:00,16.1,16.1,45,0.0,1017.0,15.8,1,Partly cloudy,45,0
2024-03-03 17:00,15.8,15.8,47,0.0,1017.0,14.8,1,Partly cloudy,45,0
2024-03-03 18:00,15.1,15.2,51,0.0,1018.0,14.0,1,Partly cloudy,45,0
2024-03-03 19:00,12.7,11.4,58,0.0,1019.0,14.4,1,Partly cloudy,45,0
2024-03-03 20:00,12.0,10.3,64,0.0,1020.0,15.5,0,Clear,45,0
2024-03-03 21:00,10.2,8.3,69,0.0,1020.0,13.7,0,Clear,0,0
2024-03-03 22:00,9.5,7.9,70,0.0,1021.0,10.4,0,Clear,0,0
2024-03-03 23:00,9.0,7.7,69,0.0,1021.0,8.6,0,Clear,0,0
2024-03-04 00:00,8.5,6.9,73,0.0,1022.0,9.7,0,Clear,0,0
2024-03-04 01:00,8.2,6.8,72,0.0,1022.0,8.6,0,Clear,0,0
2024-03-04 02:00,8.2,6.8,71,0.0,1022.0,8.3,0,Clear,0,0
2024-03-04 03:00,8.2,6.8,70,0.0,1022.0,8.3,0,Clear,0,0
2024-03-04 04:00,8.1,6.9,70,0.0,1021.0,7.9,0,Clear,0,0
2024-03-04 05:00,8.1,7.0,70,0.0,1021.0,7.2,0,Clear,0,0
2024-03-04 06:00,8.1,7.0,69,0.0,1021.0,7.2,0,Clear,0,0
2024-03-04 07:00,8.2,6.9,69,0.0,1021.0,7.6,0,Clear,0,0
2024-03-04 08:00,8.8,7.8,69,0.0,1021.0,7.2,1,Partly cloudy,0,0
2024-03-04 09:00,11.9,11.7,64,0.0,1022.0,5.8,1,Partly cloudy,0,0
2024-03-04 10:00,14.4,15.0,56,0.0,1022.0,4.0,1,Partly cloudy,0,0
2024-03-04 11:00,15.6,15.6,54,0.0,1022.0,4.0,1,Partly cloudy,45,0
2024-03-04 12:00,16.7,16.7,54,0.0,1022.0,8.6,1,Partly cloudy,45,0
2024-03-04 13:00,16.3,16.3,61,0.0,1022.0,14.0,1,Partly cloudy,45,0
2024-03-04 14:00,17.7,17.7,58,0.0,1021.0,17.3,1,Partly cloudy,45,0
2024-03-04 15:00,18.1,18.1,57,0.0,1020.0,20.5,1,Partly cloudy,45,0
2024-03-04 16:00,17.8,17.8,60,0.0,1020.0,23.8,1,Partly cloudy,45,0
2024-03-04 17:00,17.1,17.1,65,0.01,1020.0,22.7,1,Patchy rain possible,45,0
2024-03-04 18:00,16.4,16.4,67,0.0,1020.0,20.2,1,Sunny,45,0
2024-03-04 19:00,15.2,15.2,74,0.0,1021.0,16.9,1,Sunny,0,0
2024-03-04 20:00,14.3,13.2,78,0.0,1021.0,15.1,0,Clear,0,0
2024-03-04 21:00,14.0,13.2,77,0.0,1021.0,11.9,0,Partly cloudy,0,0
2024-03-04 22:00,13.8,13.2,76,0.0,1022.0,10.1,0,Clear,0,0
2024-03-04 23:00,13.4,12.8,76,0.0,1022.0,9.4,0,Clear,45,0
2024-03-05 00:00,14.2,13.9,75,0.0,1022.0,8.3,0,Partly cloudy,0,0
2024-03-05 01:00,13.9,13.6,76,0.0,1022.0,8.3,0,Partly cloudy,0,0
2024-03-05 02:00,13.5,13.0,76,0.0,1022.0,8.6,0,Clear,45,0
2024-03-05 03:00,13.0,12.3,78,0.0,1022.0,9.4,0,Partly cloudy,45,0
2024-03-05 04:00,12.4,11.4,79,0.0,1022.0,10.8,0,Cloudy,45,0
2024-03-05 05:00,12.1,10.9,79,0.0,1022.0,11.9,0,Cloudy,0,0
2024-03-05 06:00,11.5,10.1,77,0.0,1022.0,12.2,0,Overcast,0,0
2024-03-05 07:00,10.9,9.3,75,0.0,1022.0,13.0,0,Overcast,0,0
2024-03-05 08:00,10.1,8.3,71,0.0,1022.0,13.3,1,Overcast,0,0
2024-03-05 09:00,11.8,10.5,63,0.0,1023.0,12.2,1,Overcast,0,0
2024-03-05 10:00,14.2,13.7,51,0.0,1023.0,9.7,1,Overcast,0,0
2024-03-05 11:00,15.7,15.8,46,0.0,1023.0,4.7,1,Overcast,0,0
2024-03-05 12:00,16.8,16.8,45,0.0,1023.0,1.4,1,Overcast,0,0
2024-03-05 13:00,17.5,17.5,40,0.0,1023.0,4.3,1,Cloudy,0,0
2024-03-05 14:00,17.6,17.6,43,0.0,1022.0,7.6,1,Overcast,0,0
2024-03-05 15:00,17.2,17.2,46,0.0,1022.0,9.4,1,Overcast,0,0
2024-03-05 16:00,16.9,16.9,47,0.0,1021.0,7.9,1,Overcast,0,0
2024-03-05 17:00,16.4,16.4,48,0.0,1021.0,7.6,1,Cloudy,0,0
2024-03-05 18:00,15.0,15.2,51,0.0,1022.0,5.8,1,Sunny,0,0
2024-03-05 19:00,12.0,12.0,56,0.0,1022.0,1.8,1,Sunny,0,0
2024-03-05 20:00,11.8,11.3,62,0.0,1022.0,7.2,0,Clear,0,0
2024-03-05 21:00,11.8,11.0,70,0.0,1022.0,9.0,0,Clear,0,0
2024-03-05 22:00,11.9,11.2,73,0.0,1023.0,8.3,0,Clear,0,0
2024-03-05 23:00,12.2,11.4,74,0.0,1023.0,9.4,0,Clear,0,0
2024-03-06 00:00,10.8,10.0,79,0.0,1024.0,7.9,0,Clear,0,0
2024-03-06 01:00,10.5,9.7,79,0.0,1023.0,7.9,0,Clear,0,0
2024-03-06 02:00,10.5,9.5,79,0.0,1023.0,8.6,0,Clear,0,0
2024-03-06 03:00,10.2,9.0,79,0.0,1023.0,9.7,0,Clear,0,0
2024-03-06 04:00,10.1,8.8,79,0.0,1022.0,10.1,0,Clear,0,0
2024-03-06 05:00,10.2,8.8,78,0.0,1022.0,10.8,0,Clear,0,0
2024-03-06 06:00,10.3,8.8,77,0.0,1021.0,11.2,0,Clear,0,0
2024-03-06 07:00,10.4,9.0,77,0.0,1022.0,10.4,0,Clear,0,0
2024-03-06 08:00,10.5,9.1,76,0.0,1022.0,10.8,1,Sunny,0,0
2024-03-06 09:00,13.2,12.3,69,0.0,1022.0,10.4,1,Sunny,0,0
2024-03-06 10:00,15.1,15.1,57,0.0,1022.0,11.9,1,Sunny,0,0
2024-03-06 11:00,15.8,15.8,53,0.0,1022.0,12.6,1,Sunny,0,0
2024-03-06 12:00,16.2,16.2,53,0.0,1022.0,13.7,1,Sunny,0,0
2024-03-06 13:00,16.4,16.4,55,0.0,1021.0,13.0,1,Sunny,0,0
2024-03-06 14:00,16.5,16.5,55,0.0,1021.0,12.2,1,Sunny,0,0
2024-03-06 15:00,16.4,16.4,56,0.0,1020.0,11.5,1,Sunny,0,0
2024-03-06 16:00,16.3,16.3,56,0.0,1019.0,11.5,1,Overcast,0,0
2024-03-06 17:00,15.8,15.8,58,0.0,1019.0,11.2,1,Overcast,0,0
2024-03-06 18:00,14.9,14.5,61,0.0,1018.0,10.1,1,Overcast,0,0
2024-03-06 19:00,13.1,12.5,67,0.0,1018.0,9.0,1,Sunny,0,0
2024-03-06 20:00,11.9,11.4,71,0.0,1018.0,7.2,0,Partly cloudy,0,0
2024-03-06 21:00,11.2,10.5,70,0.0,1019.0,7.6,0,Clear,0,0
2024-03-06 22:00,10.8,10.2,70,0.0,1019.0,7.2,0,Clear,0,0
2024-03-06 23:00,10.5,9.6,70,0.0,1018.0,7.9,0,Clear,0,0
2024-03-07 00:00,11.6,10.8,77,0.0,1018.0,8.3,0,Clear,0,0
2024-03-07 01:00,10.5,9.7,79,0.0,1017.0,7.9,0,Clear,0,0
2024-03-07 02:00,10.2,9.4,80,0.0,1016.0,7.2,0,Clear,0,0
2024-03-07 03:00,10.0,9.2,82,0.0,1016.0,6.8,0,Partly cloudy,0,0
2024-03-07 04:00,9.6,9.0,85,0.0,1015.0,6.1,0,Partly cloudy,0,0
2024-03-07 05:00,9.3,8.9,86,0.0,1015.0,5.0,0,Partly cloudy,0,0
2024-03-07 06:00,9.3,9.6,85,0.01,1015.0,3.2,0,Patchy rain possible,45,0
2024-03-07 07:00,9.8,9.8,84,0.01,1014.0,4.3,0,Patchy rain possible,45,0
2024-03-07 08:00,9.2,9.5,87,0.02,1014.0,3.2,1,Patchy rain possible,45,0
2024-03-07 09:00,11.7,11.6,85,0.07,1014.0,5.4,1,Patchy rain possible,45,0
2024-03-07 10:00,13.7,13.2,79,0.08,1014.0,9.0,1,Patchy rain possible,45,0
2024-03-07 11:00,14.9,14.2,71,0.04,1013.0,12.2,1,Patchy rain possible,45,0
2024-03-07 12:00,15.4,15.4,66,0.01,1012.0,14.8,1,Patchy rain possible,45,0
2024-03-07 13:00,15.3,15.3,69,0.03,1012.0,15.5,1,Patchy rain possible,45,0
2024-03-07 14:00,14.5,13.5,76,1.08,1010.0,14.8,1,Patchy light rain,100,1
2024-03-07 15:00,12.9,11.6,91,11.62,1010.0,14.0,1,Heavy rain,100,1
2024-03-07 16:00,12.2,10.6,91,6.23,1010.0,15.1,1,Moderate rain,100,1
2024-03-07 17:00,11.9,10.2,90,0.45,1011.0,16.2,1,Light rain shower,100,1
2024-03-07 18:00,11.9,10.6,83,0.35,1011.0,11.9,1,Light rain shower,100,1
2024-03-07 19:00,10.7,9.3,87,1.06,1012.0,11.5,1,Light rain shower,100,1
2024-03-07 20:00,10.5,9.8,88,0.22,1012.0,7.2,0,Patchy rain possible,100,1
2024-03-07 21:00,10.7,9.4,80,0.01,1012.0,10.4,0,Patchy rain possible,45,0
2024-03-07 22:00,10.3,9.1,79,0.06,1013.0,9.4,0,Patchy rain possible,45,0
2024-03-07 23:00,10.0,8.6,79,0.0,1013.0,10.1,0,Clear,45,0
2024-03-08 00:00,9.9,7.9,80,0.0,1013.0,14.0,0,Partly cloudy,45,0
2024-03-08 01:00,8.6,6.2,81,0.0,1013.0,15.5,0,Partly cloudy,45,0
2024-03-08 02:00,7.8,5.4,83,0.01,1013.0,13.7,0,Patchy rain possible,45,0
2024-03-08 03:00,8.4,6.4,82,0.1,1013.0,11.9,0,Patchy rain possible,100,1
2024-03-08 04:00,9.2,6.4,84,0.12,1013.0,20.5,0,Patchy rain possible,100,1
2024-03-08 05:00,9.5,7.1,82,0.01,1013.0,16.2,0,Patchy rain possible,45,0
2024-03-08 06:00,8.8,6.9,83,0.05,1013.0,12.2,0,Patchy rain possible,45,0
2024-03-08 07:00,8.6,7.6,83,0.0,1013.0,7.2,0,Partly cloudy,45,0
2024-03-08 08:00,8.7,7.6,82,0.08,1013.0,7.6,1,Patchy rain possible,45,0
2024-03-08 09:00,10.2,9.5,80,0.01,1014.0,6.5,1,Patchy rain possible,45,0
2024-03-08 10:00,11.3,10.9,73,0.08,1014.0,6.5,1,Patchy rain possible,45,0
2024-03-08 11:00,11.9,10.5,75,0.26,1014.0,12.6,1,Light rain shower,100,1
2024-03-08 12:00,12.6,10.7,75,0.25,1013.0,19.1,1,Patchy rain possible,100,1
2024-03-08 13:00,13.6,11.6,69,0.23,1013.0,24.5,1,Light rain shower,100,1
2024-03-08 14:00,13.9,12.1,66,0.14,1012.0,22.7,1,Patchy rain possible,100,1
2024-03-08 15:00,14.6,13.1,60,0.03,1011.0,21.6,1,Patchy rain possible,45,0
