fecha,tmed,tmin,tmax,hrMedia
2024-10-22,15.0,12.9,17.2,88.0
2024-10-23,14.7,10.1,19.3,84.0
2024-10-24,19.2,12.8,25.6,69.0
2024-10-25,11.6,8.2,15.0,71.0
2024-10-26,11.6,7.2,15.9,75.0
2024-10-27,12.4,8.7,16.0,85.0
2024-10-28,13.6,10.4,16.9,85.0
2024-10-29,13.2,9.5,16.8,86.0
2024-10-30,15.5,12.6,18.4,88.0
2024-10-31,16.1,11.2,21.0,84.0
2024-11-01,17.2,13.1,21.2,81.0
2024-11-02,15.4,12.4,18.3,88.0
2024-11-03,14.9,10.8,19.0,89.0
2024-11-04,16.9,12.2,21.6,74.0
2024-11-05,18.0,14.4,21.6,75.0
2024-11-06,16.5,12.2,20.8,83.0
2024-11-07,16.2,12.2,20.1,79.0
2024-11-08,18.3,14.4,22.2,77.0
2024-11-09,14.9,12.0,17.8,74.0
2024-11-10,15.6,13.8,17.3,94.0
2024-11-11,14.4,12.3,16.6,87.0
2024-11-12,11.4,8.1,14.6,74.0
2024-11-13,9.9,6.8,13.0,79.0
2024-11-14,12.3,11.1,13.5,81.0
2024-11-15,11.2,6.8,15.5,88.0
2024-11-16,12.6,9.4,15.8,92.0
2024-11-17,13.1,12.4,13.8,90.0
2024-11-18,13.2,11.1,15.2,91.0
2024-11-19,14.3,12.5,16.1,76.0
2024-11-20,15.7,14.3,17.1,74.0
2024-11-21,14.1,10.4,17.8,72.0
2024-11-22,9.9,6.6,13.2,74.0
2024-11-23,13.8,6.8,20.9,62.0
2024-11-24,19.4,14.0,24.9,40.0
2024-11-25,12.8,10.0,15.6,67.0
2024-11-26,13.8,9.9,17.8,60.0
2024-11-27,13.0,9.5,16.6,70.0
2024-11-28,14.6,9.8,19.5,74.0
2024-11-29,16.3,11.5,21.1,64.0
2024-11-30,15.6,12.1,19.0,71.0
2024-12-01,15.1,10.8,19.4,78.0
2024-12-02,12.2,10.5,14.0,89.0
2024-12-03,11.5,8.1,14.9,91.0
2024-12-04,11.4,9.0,13.7,88.0
2024-12-05,14.6,11.0,18.3,73.0
2024-12-06,16.0,13.2,18.7,79.0
2024-12-07,13.0,9.5,16.5,71.0
2024-12-08,9.8,7.7,12.0,75.0
2024-12-09,9.2,6.6,11.9,82.0
2024-12-10,8.3,6.1,10.5,92.0
2024-12-11,7.4,5.8,9.0,88.0
2024-12-12,8.2,3.8,12.6,68.0
2024-12-13,8.2,4.1,12.2,75.0
2024-12-14,9.0,5.3,12.7,79.0
2024-12-15,9.0,4.8,13.1,81.0
2024-12-16,9.4,4.7,14.0,75.0
2024-12-17,13.2,8.5,17.9,55.0
2024-12-18,15.6,12.3,18.9,70.0
2024-12-19,11.9,6.9,16.9,77.0
2024-12-20,9.8,6.6,13.0,80.0
2024-12-21,11.1,8.1,14.1,73.0
2024-12-22,11.6,8.7,14.5,82.0
2024-12-23,9.8,7.2,12.3,80.0
2024-12-24,10.4,6.8,14.0,83.0
2024-12-25,9.8,6.2,13.4,89.0
2024-12-26,9.4,7.6,11.2,91.0
2024-12-27,8.2,6.5,9.8,94.0
2024-12-28,9.6,6.7,12.4,85.0
2024-12-29,9.8,5.8,13.8,79.0
2024-12-30,8.7,4.9,12.5,83.0
2024-12-31,8.5,3.9,13.1,75.0
2025-01-01,8.0,2.8,13.3,70.0
2025-01-02,10.8,5.5,16.1,48.0
2025-01-03,12.8,9.3,16.4,75.0
2025-01-04,15.3,11.8,18.8,58.0
2025-01-05,15.8,11.7,19.8,60.0
2025-01-06,10.8,8.0,13.7,69.0
2025-01-07,13.6,8.6,18.6,62.0
2025-01-08,15.6,12.6,18.6,57.0
2025-01-09,13.4,10.7,16.0,80.0
2025-01-10,15.6,11.3,19.9,63.0
2025-01-11,10.6,6.7,14.5,91.0
2025-01-12,9.1,4.7,13.5,85.0
2025-01-13,5.4,1.3,9.5,82.0
2025-01-14,5.0,-0.2,10.3,74.0
2025-01-15,5.8,0.4,11.3,75.0
2025-01-16,6.9,1.2,12.6,78.0
2025-01-17,7.3,3.0,11.6,81.0
2025-01-18,8.8,3.8,13.9,60.0
2025-01-19,5.8,2.3,9.3,72.0
2025-01-20,10.4,6.6,14.2,82.0
2025-01-21,12.8,8.3,17.3,76.0
2025-01-22,11.8,9.4,14.1,87.0
2025-01-23,11.4,8.4,14.3,80.0
2025-01-24,14.4,9.8,19.0,49.0
2025-01-25,11.4,5.4,17.5,82.0
2025-01-26,12.2,6.0,18.3,62.0
2025-01-27,10.0,6.2,13.8,69.0
2025-01-28,9.1,7.3,10.9,75.0
2025-01-29,11.0,7.9,14.0,55.0
2025-01-30,8.7,6.3,11.1,73.0
2025-01-31,8.1,3.6,12.6,68.0
2025-02-01,10.4,8.0,12.9,86.0
2025-02-02,8.9,6.1,11.7,87.0
2025-02-03,9.4,6.1,12.6,87.0
2025-02-04,10.1,6.1,14.1,73.0
2025-02-05,9.6,5.7,13.4,77.0
2025-02-06,7.9,3.5,12.3,84.0
2025-02-07,6.9,5.2,8.6,88.0
2025-02-08,7.2,3.3,11.1,65.0
2025-02-09,12.0,8.8,15.3,89.0
2025-02-10,12.6,9.9,15.2,91.0
2025-02-11,13.2,8.8,17.7,78.0
